ProblemID,Replication,SourceDir,TieMode
Ta100_5_10,1,Ta100x5,numpy_quicksort
Ta100_5_10,2,Ta100x5,numpy_quicksort
Ta100_5_10,3,Ta100x5,numpy_quicksort
Ta100_5_10,4,Ta100x5,numpy_quicksort
Ta100_5_10,5,Ta100x5,numpy_quicksort
Ta100_5_2,1,Ta100x5,numpy_quicksort
Ta100_5_2,2,Ta100x5,numpy_quicksort
Ta100_5_2,3,Ta100x5,numpy_quicksort
Ta100_5_2,4,Ta100x5,numpy_quicksort
Ta100_5_2,5,Ta100x5,numpy_quicksort
Ta100_5_3,1,Ta100x5,numpy_quicksort
Ta100_5_3,2,Ta100x5,numpy_quicksort
Ta100_5_3,3,Ta100x5,numpy_quicksort
Ta100_5_3,4,Ta100x5,numpy_quicksort
Ta100_5_3,5,Ta100x5,numpy_quicksort
Ta100_5_4,1,Ta100x5,numpy_quicksort
Ta100_5_4,2,Ta100x5,numpy_quicksort
Ta100_5_4,3,Ta100x5,numpy_quicksort
Ta100_5_4,4,Ta100x5,numpy_quicksort
Ta100_5_4,5,Ta100x5,numpy_quicksort
Ta100_5_5,1,Ta100x5,numpy_quicksort
Ta100_5_5,2,Ta100x5,numpy_quicksort
Ta100_5_5,3,Ta100x5,numpy_quicksort
Ta100_5_5,4,Ta100x5,numpy_quicksort
Ta100_5_5,5,Ta100x5,numpy_quicksort
Ta100_5_6,1,Ta100x5,numpy_quicksort
Ta100_5_6,2,Ta100x5,numpy_quicksort
Ta100_5_6,3,Ta100x5,numpy_quicksort
Ta100_5_6,4,Ta100x5,numpy_quicksort
Ta100_5_6,5,Ta100x5,numpy_quicksort
Ta100_5_7,1,Ta100x5,numpy_quicksort
Ta100_5_7,2,Ta100x5,numpy_quicksort
Ta100_5_7,3,Ta100x5,numpy_quicksort
Ta100_5_7,4,Ta100x5,numpy_quicksort
Ta100_5_7,5,Ta100x5,numpy_quicksort
Ta100_5_8,1,Ta100x5,numpy_quicksort
Ta100_5_8,2,Ta100x5,numpy_quicksort
Ta100_5_8,3,Ta100x5,numpy_quicksort
Ta100_5_8,4,Ta100x5,numpy_quicksort
Ta100_5_8,5,Ta100x5,numpy_quicksort
Ta100_5_9,1,Ta100x5,numpy_quicksort
Ta100_5_9,2,Ta100x5,numpy_quicksort
Ta100_5_9,3,Ta100x5,numpy_quicksort
Ta100_5_9,4,Ta100x5,numpy_quicksort
Ta100_5_9,5,Ta100x5,numpy_quicksort
Ta200_10_1,1,Ta200x10_full,numpy_quicksort
Ta200_10_1,2,Ta200x10_full,numpy_quicksort
Ta200_10_1,3,Ta200x10_full,numpy_quicksort
Ta200_10_1,4,Ta200x10_full,numpy_quicksort
Ta200_10_1,5,Ta200x10_full,numpy_quicksort
Ta200_10_10,1,Ta200x10_full,numpy_quicksort
Ta200_10_10,2,Ta200x10_full,numpy_quicksort
Ta200_10_10,3,Ta200x10_full,numpy_quicksort
Ta200_10_10,4,Ta200x10_full,numpy_quicksort
Ta200_10_10,5,Ta200x10_full,numpy_quicksort
Ta200_10_2,1,Ta200x10_full,numpy_quicksort
Ta200_10_2,2,Ta200x10_full,numpy_quicksort
Ta200_10_2,3,Ta200x10_full,numpy_quicksort
Ta200_10_2,4,Ta200x10_full,numpy_quicksort
Ta200_10_2,5,Ta200x10_full,numpy_quicksort
Ta200_10_3,1,Ta200x10_full,numpy_quicksort
Ta200_10_3,2,Ta200x10_full,numpy_quicksort
Ta200_10_3,3,Ta200x10_full,numpy_quicksort
Ta200_10_3,4,Ta200x10_full,numpy_quicksort
Ta200_10_3,5,Ta200x10_full,numpy_quicksort
Ta200_10_4,1,Ta200x10_full,numpy_quicksort
Ta200_10_4,2,Ta200x10_full,numpy_quicksort
Ta200_10_4,3,Ta200x10_full,numpy_quicksort
Ta200_10_4,4,Ta200x10_full,numpy_quicksort
Ta200_10_4,5,Ta200x10_full,numpy_quicksort
Ta200_10_5,1,Ta200x10_full,numpy_quicksort
Ta200_10_5,2,Ta200x10_full,numpy_quicksort
Ta200_10_5,3,Ta200x10_full,numpy_quicksort
Ta200_10_5,4,Ta200x10_full,numpy_quicksort
Ta200_10_5,5,Ta200x10_full,numpy_quicksort
Ta200_10_6,1,Ta200x10_full,numpy_quicksort
Ta200_10_6,2,Ta200x10_full,numpy_quicksort
Ta200_10_6,3,Ta200x10_full,numpy_quicksort
Ta200_10_6,4,Ta200x10_full,numpy_quicksort
Ta200_10_6,5,Ta200x10_full,numpy_quicksort
Ta200_10_7,1,Ta200x10_full,numpy_quicksort
Ta200_10_7,2,Ta200x10_full,numpy_quicksort
Ta200_10_7,3,Ta200x10_full,numpy_quicksort
Ta200_10_7,4,Ta200x10_full,numpy_quicksort
Ta200_10_7,5,Ta200x10_full,numpy_quicksort
Ta200_10_8,1,Ta200x10_full,numpy_quicksort
Ta200_10_8,2,Ta200x10_full,numpy_quicksort
Ta200_10_8,3,Ta200x10_full,numpy_quicksort
Ta200_10_8,4,Ta200x10_full,numpy_quicksort
Ta200_10_8,5,Ta200x10_full,numpy_quicksort
Ta200_10_9,1,Ta200x10_full,numpy_quicksort
Ta200_10_9,2,Ta200x10_full,numpy_quicksort
Ta200_10_9,3,Ta200x10_full,numpy_quicksort
Ta200_10_9,4,Ta200x10_full,numpy_quicksort
Ta200_10_9,5,Ta200x10_full,numpy_quicksort
Ta200_20_1,1,Ta200x20_full,numpy_quicksort
Ta200_20_1,2,Ta200x20_full,numpy_quicksort
Ta200_20_1,3,Ta200x20_full,numpy_quicksort
Ta200_20_1,4,Ta200x20_full,numpy_quicksort
Ta200_20_1,5,Ta200x20_full,numpy_quicksort
Ta200_20_10,1,Ta200x20_full,numpy_quicksort
Ta200_20_10,2,Ta200x20_full,numpy_quicksort
Ta200_20_10,3,Ta200x20_full,numpy_quicksort
Ta200_20_10,4,Ta200x20_full,numpy_quicksort
Ta200_20_10,5,Ta200x20_full,numpy_quicksort
Ta200_20_2,1,Ta200x20_full,numpy_quicksort
Ta200_20_2,2,Ta200x20_full,numpy_quicksort
Ta200_20_2,3,Ta200x20_full,numpy_quicksort
Ta200_20_2,4,Ta200x20_full,numpy_quicksort
Ta200_20_2,5,Ta200x20_full,numpy_quicksort
Ta200_20_3,1,Ta200x20_full,numpy_quicksort
Ta200_20_3,2,Ta200x20_full,numpy_quicksort
Ta200_20_3,3,Ta200x20_full,numpy_quicksort
Ta200_20_3,4,Ta200x20_full,numpy_quicksort
Ta200_20_3,5,Ta200x20_full,numpy_quicksort
Ta200_20_4,1,Ta200x20_full,numpy_quicksort
Ta200_20_4,2,Ta200x20_full,numpy_quicksort
Ta200_20_4,3,Ta200x20_full,numpy_quicksort
Ta200_20_4,4,Ta200x20_full,numpy_quicksort
Ta200_20_4,5,Ta200x20_full,numpy_quicksort
Ta200_20_5,1,Ta200x20_full,numpy_quicksort
Ta200_20_5,2,Ta200x20_full,numpy_quicksort
Ta200_20_5,3,Ta200x20_full,numpy_quicksort
Ta200_20_5,4,Ta200x20_full,numpy_quicksort
Ta200_20_5,5,Ta200x20_full,numpy_quicksort
Ta200_20_6,1,Ta200x20_full,numpy_quicksort
Ta200_20_6,2,Ta200x20_full,numpy_quicksort
Ta200_20_6,3,Ta200x20_full,numpy_quicksort
Ta200_20_6,4,Ta200x20_full,numpy_quicksort
Ta200_20_6,5,Ta200x20_full,numpy_quicksort
Ta200_20_7,1,Ta200x20_full,numpy_quicksort
Ta200_20_7,2,Ta200x20_full,numpy_quicksort
Ta200_20_7,3,Ta200x20_full,numpy_quicksort
Ta200_20_7,4,Ta200x20_full,numpy_quicksort
Ta200_20_7,5,Ta200x20_full,numpy_quicksort
Ta200_20_8,1,Ta200x20_full,numpy_quicksort
Ta200_20_8,2,Ta200x20_full,numpy_quicksort
Ta200_20_8,3,Ta200x20_full,numpy_quicksort
Ta200_20_8,4,Ta200x20_full,numpy_quicksort
Ta200_20_8,5,Ta200x20_full,numpy_quicksort
Ta200_20_9,1,Ta200x20_full,numpy_quicksort
Ta200_20_9,2,Ta200x20_full,numpy_quicksort
Ta200_20_9,3,Ta200x20_full,numpy_quicksort
Ta200_20_9,4,Ta200x20_full,numpy_quicksort
Ta200_20_9,5,Ta200x20_full,numpy_quicksort
Ta20_10_1,1,Ta20x10,numpy_quicksort
Ta20_10_1,2,Ta20x10,numpy_quicksort
Ta20_10_1,3,Ta20x10,numpy_quicksort
Ta20_10_1,4,Ta20x10,numpy_quicksort
Ta20_10_1,5,Ta20x10,numpy_quicksort
Ta20_10_10,1,Ta20x10,numpy_quicksort
Ta20_10_10,2,Ta20x10,numpy_quicksort
Ta20_10_10,3,Ta20x10,numpy_quicksort
Ta20_10_10,4,Ta20x10,numpy_quicksort
Ta20_10_10,5,Ta20x10,numpy_quicksort
Ta20_10_2,1,Ta20x10,numpy_quicksort
Ta20_10_2,2,Ta20x10,numpy_quicksort
Ta20_10_2,3,Ta20x10,numpy_quicksort
Ta20_10_2,4,Ta20x10,numpy_quicksort
Ta20_10_2,5,Ta20x10,numpy_quicksort
Ta20_10_3,1,Ta20x10,numpy_quicksort
Ta20_10_3,2,Ta20x10,numpy_quicksort
Ta20_10_3,3,Ta20x10,numpy_quicksort
Ta20_10_3,4,Ta20x10,numpy_quicksort
Ta20_10_3,5,Ta20x10,numpy_quicksort
Ta20_10_4,1,Ta20x10,numpy_quicksort
Ta20_10_4,2,Ta20x10,numpy_quicksort
Ta20_10_4,3,Ta20x10,numpy_quicksort
Ta20_10_4,4,Ta20x10,numpy_quicksort
Ta20_10_4,5,Ta20x10,numpy_quicksort
Ta20_10_5,1,Ta20x10,numpy_quicksort
Ta20_10_5,2,Ta20x10,numpy_quicksort
Ta20_10_5,3,Ta20x10,numpy_quicksort
Ta20_10_5,4,Ta20x10,numpy_quicksort
Ta20_10_5,5,Ta20x10,numpy_quicksort
Ta20_10_6,1,Ta20x10,numpy_quicksort
Ta20_10_6,2,Ta20x10,numpy_quicksort
Ta20_10_6,3,Ta20x10,numpy_quicksort
Ta20_10_6,4,Ta20x10,numpy_quicksort
Ta20_10_6,5,Ta20x10,numpy_quicksort
Ta20_10_7,1,Ta20x10,numpy_quicksort
Ta20_10_7,2,Ta20x10,numpy_quicksort
Ta20_10_7,3,Ta20x10,numpy_quicksort
Ta20_10_7,4,Ta20x10,numpy_quicksort
Ta20_10_7,5,Ta20x10,numpy_quicksort
Ta20_10_8,1,Ta20x10,numpy_quicksort
Ta20_10_8,2,Ta20x10,numpy_quicksort
Ta20_10_8,3,Ta20x10,numpy_quicksort
Ta20_10_8,4,Ta20x10,numpy_quicksort
Ta20_10_8,5,Ta20x10,numpy_quicksort
Ta20_10_9,1,Ta20x10,numpy_quicksort
Ta20_10_9,2,Ta20x10,numpy_quicksort
Ta20_10_9,3,Ta20x10,numpy_quicksort
Ta20_10_9,4,Ta20x10,numpy_quicksort
Ta20_10_9,5,Ta20x10,numpy_quicksort
Ta20_20_1,1,Ta20x20,numpy_quicksort
Ta20_20_1,2,Ta20x20,numpy_quicksort
Ta20_20_1,3,Ta20x20,numpy_quicksort
Ta20_20_1,4,Ta20x20,numpy_quicksort
Ta20_20_1,5,Ta20x20,numpy_quicksort
Ta20_20_10,1,Ta20x20,numpy_quicksort
Ta20_20_10,2,Ta20x20,numpy_quicksort
Ta20_20_10,3,Ta20x20,numpy_quicksort
Ta20_20_10,4,Ta20x20,numpy_quicksort
Ta20_20_10,5,Ta20x20,numpy_quicksort
Ta20_20_2,1,Ta20x20,numpy_quicksort
Ta20_20_2,2,Ta20x20,numpy_quicksort
Ta20_20_2,3,Ta20x20,numpy_quicksort
Ta20_20_2,4,Ta20x20,numpy_quicksort
Ta20_20_2,5,Ta20x20,numpy_quicksort
Ta20_20_3,1,Ta20x20,numpy_quicksort
Ta20_20_3,2,Ta20x20,numpy_quicksort
Ta20_20_3,3,Ta20x20,numpy_quicksort
Ta20_20_3,4,Ta20x20,numpy_quicksort
Ta20_20_3,5,Ta20x20,numpy_quicksort
Ta20_20_4,1,Ta20x20,numpy_quicksort
Ta20_20_4,2,Ta20x20,numpy_quicksort
Ta20_20_4,3,Ta20x20,numpy_quicksort
Ta20_20_4,4,Ta20x20,numpy_quicksort
Ta20_20_4,5,Ta20x20,numpy_quicksort
Ta20_20_5,1,Ta20x20,numpy_quicksort
Ta20_20_5,2,Ta20x20,numpy_quicksort
Ta20_20_5,3,Ta20x20,numpy_quicksort
Ta20_20_5,4,Ta20x20,numpy_quicksort
Ta20_20_5,5,Ta20x20,numpy_quicksort
Ta20_20_6,1,Ta20x20,numpy_quicksort
Ta20_20_6,2,Ta20x20,numpy_quicksort
Ta20_20_6,3,Ta20x20,numpy_quicksort
Ta20_20_6,4,Ta20x20,numpy_quicksort
Ta20_20_6,5,Ta20x20,numpy_quicksort
Ta20_20_7,1,Ta20x20,numpy_quicksort
Ta20_20_7,2,Ta20x20,numpy_quicksort
Ta20_20_7,3,Ta20x20,numpy_quicksort
Ta20_20_7,4,Ta20x20,numpy_quicksort
Ta20_20_7,5,Ta20x20,numpy_quicksort
Ta20_20_8,1,Ta20x20,numpy_quicksort
Ta20_20_8,2,Ta20x20,numpy_quicksort
Ta20_20_8,3,Ta20x20,numpy_quicksort
Ta20_20_8,4,Ta20x20,numpy_quicksort
Ta20_20_8,5,Ta20x20,numpy_quicksort
Ta20_20_9,1,Ta20x20,numpy_quicksort
Ta20_20_9,2,Ta20x20,numpy_quicksort
Ta20_20_9,3,Ta20x20,numpy_quicksort
Ta20_20_9,4,Ta20x20,numpy_quicksort
Ta20_20_9,5,Ta20x20,numpy_quicksort
Ta20_5_1,1,Ta20x5,numpy_quicksort
Ta20_5_1,2,Ta20x5,numpy_quicksort
Ta20_5_1,3,Ta20x5,numpy_quicksort
Ta20_5_1,4,Ta20x5,numpy_quicksort
Ta20_5_1,5,Ta20x5,numpy_quicksort
Ta20_5_10,1,Ta20x5,numpy_quicksort
Ta20_5_10,2,Ta20x5,numpy_quicksort
Ta20_5_10,3,Ta20x5,numpy_quicksort
Ta20_5_10,4,Ta20x5,numpy_quicksort
Ta20_5_10,5,Ta20x5,numpy_quicksort
Ta20_5_2,1,Ta20x5,numpy_quicksort
Ta20_5_2,2,Ta20x5,numpy_quicksort
Ta20_5_2,3,Ta20x5,numpy_quicksort
Ta20_5_2,4,Ta20x5,numpy_quicksort
Ta20_5_2,5,Ta20x5,numpy_quicksort
Ta20_5_3,1,Ta20x5,numpy_quicksort
Ta20_5_3,2,Ta20x5,numpy_quicksort
Ta20_5_3,3,Ta20x5,numpy_quicksort
Ta20_5_3,4,Ta20x5,numpy_quicksort
Ta20_5_3,5,Ta20x5,numpy_quicksort
Ta20_5_4,1,Ta20x5,numpy_quicksort
Ta20_5_4,2,Ta20x5,numpy_quicksort
Ta20_5_4,3,Ta20x5,numpy_quicksort
Ta20_5_4,4,Ta20x5,numpy_quicksort
Ta20_5_4,5,Ta20x5,numpy_quicksort
Ta20_5_5,1,Ta20x5,numpy_quicksort
Ta20_5_5,2,Ta20x5,numpy_quicksort
Ta20_5_5,3,Ta20x5,numpy_quicksort
Ta20_5_5,4,Ta20x5,numpy_quicksort
Ta20_5_5,5,Ta20x5,numpy_quicksort
Ta20_5_6,1,Ta20x5,numpy_quicksort
Ta20_5_6,2,Ta20x5,numpy_quicksort
Ta20_5_6,3,Ta20x5,numpy_quicksort
Ta20_5_6,4,Ta20x5,numpy_quicksort
Ta20_5_6,5,Ta20x5,numpy_quicksort
Ta20_5_7,1,Ta20x5,numpy_quicksort
Ta20_5_7,2,Ta20x5,numpy_quicksort
Ta20_5_7,3,Ta20x5,numpy_quicksort
Ta20_5_7,4,Ta20x5,numpy_quicksort
Ta20_5_7,5,Ta20x5,numpy_quicksort
Ta20_5_8,1,Ta20x5,numpy_quicksort
Ta20_5_8,2,Ta20x5,numpy_quicksort
Ta20_5_8,3,Ta20x5,numpy_quicksort
Ta20_5_8,4,Ta20x5,numpy_quicksort
Ta20_5_8,5,Ta20x5,numpy_quicksort
Ta20_5_9,1,Ta20x5,numpy_quicksort
Ta20_5_9,2,Ta20x5,numpy_quicksort
Ta20_5_9,3,Ta20x5,numpy_quicksort
Ta20_5_9,4,Ta20x5,numpy_quicksort
Ta20_5_9,5,Ta20x5,numpy_quicksort
Ta50_10_1,1,Ta50x10,deterministic
Ta50_10_1,2,Ta50x10,deterministic
Ta50_10_1,3,Ta50x10,deterministic
Ta50_10_1,4,Ta50x10,deterministic
Ta50_10_1,5,Ta50x10,deterministic
Ta50_10_10,1,Ta50x10,deterministic
Ta50_10_10,2,Ta50x10,deterministic
Ta50_10_10,3,Ta50x10,deterministic
Ta50_10_10,4,Ta50x10,deterministic
Ta50_10_10,5,Ta50x10,deterministic
Ta50_10_2,1,Ta50x10,deterministic
Ta50_10_2,2,Ta50x10,deterministic
Ta50_10_2,3,Ta50x10,deterministic
Ta50_10_2,4,Ta50x10,deterministic
Ta50_10_2,5,Ta50x10,deterministic
Ta50_10_3,1,Ta50x10,deterministic
Ta50_10_3,2,Ta50x10,deterministic
Ta50_10_3,3,Ta50x10,deterministic
Ta50_10_3,4,Ta50x10,deterministic
Ta50_10_3,5,Ta50x10,deterministic
Ta50_10_4,1,Ta50x10,deterministic
Ta50_10_4,2,Ta50x10,deterministic
Ta50_10_4,3,Ta50x10,deterministic
Ta50_10_4,4,Ta50x10,deterministic
Ta50_10_4,5,Ta50x10,deterministic
Ta50_10_5,1,Ta50x10,deterministic
Ta50_10_5,2,Ta50x10,deterministic
Ta50_10_5,3,Ta50x10,deterministic
Ta50_10_5,4,Ta50x10,deterministic
Ta50_10_5,5,Ta50x10,deterministic
Ta50_10_6,1,Ta50x10,deterministic
Ta50_10_6,2,Ta50x10,deterministic
Ta50_10_6,3,Ta50x10,deterministic
Ta50_10_6,4,Ta50x10,deterministic
Ta50_10_6,5,Ta50x10,deterministic
Ta50_10_7,1,Ta50x10,deterministic
Ta50_10_7,2,Ta50x10,deterministic
Ta50_10_7,3,Ta50x10,deterministic
Ta50_10_7,4,Ta50x10,deterministic
Ta50_10_7,5,Ta50x10,deterministic
Ta50_10_8,1,Ta50x10,deterministic
Ta50_10_8,2,Ta50x10,deterministic
Ta50_10_8,3,Ta50x10,deterministic
Ta50_10_8,4,Ta50x10,deterministic
Ta50_10_8,5,Ta50x10,deterministic
Ta50_10_9,1,Ta50x10,deterministic
Ta50_10_9,2,Ta50x10,deterministic
Ta50_10_9,3,Ta50x10,deterministic
Ta50_10_9,4,Ta50x10,deterministic
Ta50_10_9,5,Ta50x10,deterministic
Ta50_20_1,1,Ta50x20,numpy_quicksort
Ta50_20_1,2,Ta50x20,numpy_quicksort
Ta50_20_1,3,Ta50x20,numpy_quicksort
Ta50_20_1,4,Ta50x20,numpy_quicksort
Ta50_20_1,5,Ta50x20,numpy_quicksort
Ta50_20_10,1,Ta50x20,numpy_quicksort
Ta50_20_10,2,Ta50x20,numpy_quicksort
Ta50_20_10,3,Ta50x20,numpy_quicksort
Ta50_20_10,4,Ta50x20,numpy_quicksort
Ta50_20_10,5,Ta50x20,numpy_quicksort
Ta50_20_2,1,Ta50x20,numpy_quicksort
Ta50_20_2,2,Ta50x20,numpy_quicksort
Ta50_20_2,3,Ta50x20,numpy_quicksort
Ta50_20_2,4,Ta50x20,numpy_quicksort
Ta50_20_2,5,Ta50x20,numpy_quicksort
Ta50_20_3,1,Ta50x20,numpy_quicksort
Ta50_20_3,2,Ta50x20,numpy_quicksort
Ta50_20_3,3,Ta50x20,numpy_quicksort
Ta50_20_3,4,Ta50x20,numpy_quicksort
Ta50_20_3,5,Ta50x20,numpy_quicksort
Ta50_20_4,1,Ta50x20,numpy_quicksort
Ta50_20_4,2,Ta50x20,numpy_quicksort
Ta50_20_4,3,Ta50x20,numpy_quicksort
Ta50_20_4,4,Ta50x20,numpy_quicksort
Ta50_20_4,5,Ta50x20,numpy_quicksort
Ta50_20_5,1,Ta50x20,numpy_quicksort
Ta50_20_5,2,Ta50x20,numpy_quicksort
Ta50_20_5,3,Ta50x20,numpy_quicksort
Ta50_20_5,4,Ta50x20,numpy_quicksort
Ta50_20_5,5,Ta50x20,numpy_quicksort
Ta50_20_6,1,Ta50x20,numpy_quicksort
Ta50_20_6,2,Ta50x20,numpy_quicksort
Ta50_20_6,3,Ta50x20,numpy_quicksort
Ta50_20_6,4,Ta50x20,numpy_quicksort
Ta50_20_6,5,Ta50x20,numpy_quicksort
Ta50_20_7,1,Ta50x20,numpy_quicksort
Ta50_20_7,2,Ta50x20,numpy_quicksort
Ta50_20_7,3,Ta50x20,numpy_quicksort
Ta50_20_7,4,Ta50x20,numpy_quicksort
Ta50_20_7,5,Ta50x20,numpy_quicksort
Ta50_20_8,1,Ta50x20,numpy_quicksort
Ta50_20_8,2,Ta50x20,numpy_quicksort
Ta50_20_8,3,Ta50x20,numpy_quicksort
Ta50_20_8,4,Ta50x20,numpy_quicksort
Ta50_20_8,5,Ta50x20,numpy_quicksort
Ta50_20_9,1,Ta50x20,numpy_quicksort
Ta50_20_9,2,Ta50x20,numpy_quicksort
Ta50_20_9,3,Ta50x20,numpy_quicksort
Ta50_20_9,4,Ta50x20,numpy_quicksort
Ta50_20_9,5,Ta50x20,numpy_quicksort
Ta50_5_1,1,Ta50x5,numpy_quicksort
Ta50_5_1,2,Ta50x5,numpy_quicksort
Ta50_5_1,3,Ta50x5,numpy_quicksort
Ta50_5_1,4,Ta50x5,numpy_quicksort
Ta50_5_1,5,Ta50x5,numpy_quicksort
Ta50_5_10,1,Ta50x5,numpy_quicksort
Ta50_5_10,2,Ta50x5,numpy_quicksort
Ta50_5_10,3,Ta50x5,numpy_quicksort
Ta50_5_10,4,Ta50x5,numpy_quicksort
Ta50_5_10,5,Ta50x5,numpy_quicksort
Ta50_5_2,1,Ta50x5,numpy_quicksort
Ta50_5_2,2,Ta50x5,numpy_quicksort
Ta50_5_2,3,Ta50x5,numpy_quicksort
Ta50_5_2,4,Ta50x5,numpy_quicksort
Ta50_5_2,5,Ta50x5,numpy_quicksort
Ta50_5_3,1,Ta50x5,numpy_quicksort
